ccn,hospital_name,state,finding,url,dns,final_status,redirect_hops,server,cf_ray,cf_mitigated,waf_action,edge,body_hint,error,ms,transcript
100244,CAPE CORAL HOSPITAL,FL,mrf-blocked-to-automation,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_CAPE-CORAL-HOSPITAL_standardcharges_20260401.zip,ok,403,0,cloudflare,a371f6033cd280b1-IAD,challenge,,cloudflare,Just a moment,,198,transcripts\leehealth.org--7a09e576.txt
100161,CENTRAL FLORIDA LAKE MONROE HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1978725_HCA-FLORIDA-LAKE-MONROE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,258,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--5d2f17f9.txt
100277,DOUGLAS GARDENS HOSPITAL,FL,no-cms-hpt-txt-published,https://miamijewishhealth.org/,ok,202,0,nginx,,,,,,,255,transcripts\miamijewishhealth.org--37ee57a9.txt
100277,DOUGLAS GARDENS HOSPITAL,FL,no-cms-hpt-txt-published,https://miamijewishhealth.org/cms-hpt.txt,ok,202,0,nginx,,,,,,,48,transcripts\miamijewishhealth.org--623a3d2f.txt
100277,DOUGLAS GARDENS HOSPITAL,FL,no-cms-hpt-txt-published,https://miamijewishhealth.org/.well-known/cms-hpt.txt,ok,202,0,nginx,,,,,,,46,transcripts\miamijewishhealth.org--e20eaca9.txt
100134,ED FRASER MEMORIAL HOSPITAL,FL,mrf-url-unreachable,https://machine-readable-files.com/ed-fraser-memorial-hospital/593202547_Ed-Fraser-Memorial-Hospital_standardcharges.csv,ok,404,0,Apache,,,,,,,201,transcripts\machine-readable-files.com--17c32c62.txt
100090,FLAGLER HOSPITAL,FL,not-assessed-site-unreachable,https://flaglerhealth.org/cms-hpt.txt,ok,404,1,nginx,,,,,,,1357,transcripts\flaglerhealth.org--7ec3abec.txt
100090,FLAGLER HOSPITAL,FL,not-assessed-site-unreachable,https://flaglerhealth.org/,ok,404,1,nginx,,,,,,,243,transcripts\flaglerhealth.org--e5b0f963.txt
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,no-cms-hpt-txt-published,https://myflfamilies.com/,ok,200,0,,,,,,,,203,transcripts\myflfamilies.com--ef65f145.txt
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,no-cms-hpt-txt-published,https://myflfamilies.com/cms-hpt.txt,ok,404,0,,,,,,,,29,transcripts\myflfamilies.com--92e8bb8e.txt
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,FL,no-cms-hpt-txt-published,https://myflfamilies.com/.well-known/cms-hpt.txt,ok,404,0,,,,,,,,53,transcripts\myflfamilies.com--fbf7b216.txt
100220,GULF COAST MEDICAL CENTER LEE HEALTH,FL,mrf-blocked-to-automation,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_GULF-COAST-MEDICAL-CENTER_standardcharges_20260401.zip,ok,403,0,cloudflare,a371f6050a9880b1-IAD,challenge,,cloudflare,Just a moment,,26,transcripts\leehealth.org--e77029c9.txt
100131,HCA FLORIDA AVENTURA HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/75-2379007_HCA-FLORIDA-AVENTURA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,41,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--196313fa.txt
100256,HCA FLORIDA BAYONET POINT HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-BAYONET-POINT-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,29,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--3de018b9.txt
100213,HCA FLORIDA BLAKE HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-BLAKE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,37,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--cbabb369.txt
100243,HCA FLORIDA BRANDON HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-0947837_HCA-FLORIDA-BRANDON-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,24,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--ad686d56.txt
100254,HCA FLORIDA CAPITAL HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1091430_HCA-FLORIDA-CAPITAL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,53,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--dcde8783.txt
100023,HCA FLORIDA CITRUS HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/47-1455535_HCA-FLORIDA-CITRUS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,33,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--55cebf73.txt
100267,HCA FLORIDA ENGLEWOOD HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/35-1611050_HCA-FLORIDA-ENGLEWOOD-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,36,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--8fd75cc3.txt
100236,HCA FLORIDA FAWCETT HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/65-0252846_HCA-FLORIDA-FAWCETT-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,31,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--8c147084.txt
100223,HCA FLORIDA FORT WALTON-DESTIN HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1259833_HCA-FLORIDA-FORT-WALTON-DESTIN-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,30,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--bb9e4201.txt
100242,HCA FLORIDA GULF COAST HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-0976863_HCA-FLORIDA-GULF-COAST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,46,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--cf98184f.txt
100049,HCA FLORIDA HIGHLANDS HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/82-2084329_HCA-FLORIDA-HIGHLANDS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,52,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--a9bb5cf8.txt
100080,HCA FLORIDA JFK HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1694180_HCA-FLORIDA-JFK-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,36,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--34193057.txt
100209,HCA FLORIDA KENDALL HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/65-0260078_HCA-FLORIDA-KENDALL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,47,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--bdd36982.txt
100156,HCA FLORIDA LAKE CITY HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/95-4176924_HCA-FLORIDA-LAKE-CITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,48,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--1f3b175c.txt
100248,HCA FLORIDA LARGO HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1026428_HCA-FLORIDA-LARGO-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,29,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--b6ade91c.txt
100246,HCA FLORIDA LAWNWOOD HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1764486_HCA-FLORIDA-LAWNWOOD-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,58,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--f2cb79d0.txt
100179,HCA FLORIDA MEMORIAL HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-3283127_HCA-FLORIDA-MEMoriaL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,53,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--8f33626b.txt
100167,HCA FLORIDA MERCY HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1372389_HCA-FLORIDA-MERCY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,88,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--6a2c71d6.txt
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1269294_HCA-FLORIDA-NORTH-FLORIDA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,126,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--34ea518c.txt
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-0947837_HCA-FLORIDA-NORTHSIDE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,46,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--1256f4f4.txt
100189,HCA FLORIDA NORTHWEST HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1259843_HCA-FLORIDA-NORTHWEST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,44,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--35a7891b.txt
100264,HCA FLORIDA OAK HILL HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1113740_HCA-FLORIDA-OAK-HILL-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,35,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--d9e35230.txt
100226,HCA FLORIDA ORANGE PARK HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1269295_HCA-FLORIDA-ORANGE-PARK-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,26,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--c5c4a71c.txt
100110,HCA FLORIDA OSCEOLA HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1257509_HCA-FLORIDA-OSCEOLA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,38,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--ce567edd.txt
100269,HCA FLORIDA PALMS WEST HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1694178_HCA-FLORIDA-PALMS-WEST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,40,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--9b1bf115.txt
100126,HCA FLORIDA PASADENA HOSPITAL A PART OF HCA FLORID,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/80-0935610_HCA-FLORIDA-PASADENA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,41,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--d02f3afe.txt
100320,HCA FLORIDA POINCIANA HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/90-0811360_HCA-FLORIDA-POINCIANA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,84,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--0d55375c.txt
100232,HCA FLORIDA PUTNAM HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/47-2762362_HCA-FLORIDA-PUTNAM-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,44,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--0fede038.txt
100252,HCA FLORIDA RAULERSON HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1833934_HCA-FLORIDA-RAULERSON-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,67,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--124e29af.txt
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/61-1258724_HCA-FLORIDA-SARASOTA-DOCTORS-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,47,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--bb1a1247.txt
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-2822337_HCA-FLORIDA-SOUTH-SHORE-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,30,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--b8cd4b9a.txt
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/36-4764806_HCA-FLORIDA-SOUTH-TAMPA-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,32,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--3454a618.txt
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1174716_HCA-FLORIDA-ST.-PETERSBURG-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,40,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--9f87cfbe.txt
100191,HCA FLORIDA TRINITY HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-2047041_HCA-FLORIDA-TRINITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,30,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--5bfd6667.txt
100054,HCA FLORIDA TWIN CITIES HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1836808_HCA-FLORIDA-TWIN-CITIES-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,60,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--4ab67f2f.txt
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/32-0583104_HCA-FLORIDA-UNIVERSITY-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,40,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--852621d4.txt
100231,HCA FLORIDA WEST HOSPITAL,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/59-1525468_HCA-FLORIDA-WEST-HOSPITAL_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,48,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--f76f500d.txt
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,pointer-blocked-to-automation,https://hopkinsallchildrens.org/cms-hpt.txt,ok,403,0,cloudflare,a371f6063f083ebd-IAD,,,cloudflare,Attention Required,,121,transcripts\hopkinsallchildrens.org--1ffa239d.txt
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,pointer-blocked-to-automation,https://hopkinsallchildrens.org/,ok,403,0,cloudflare,a371f6068ff83ebd-IAD,,,cloudflare,Attention Required,,35,transcripts\hopkinsallchildrens.org--285b45eb.txt
101303,LAKE BUTLER HOSPITAL,FL,no-cms-hpt-txt-published,https://lakebutlerhospital.com/,ok,202,0,cloudflare,a371f6069e51d6fc-IAD,,,cloudflare,,,233,transcripts\lakebutlerhospital.com--069311c7.txt
101303,LAKE BUTLER HOSPITAL,FL,no-cms-hpt-txt-published,https://lakebutlerhospital.com/cms-hpt.txt,ok,202,0,cloudflare,a371f607b9ced6fc-IAD,,,cloudflare,,,92,transcripts\lakebutlerhospital.com--cdf61ccb.txt
101303,LAKE BUTLER HOSPITAL,FL,no-cms-hpt-txt-published,https://lakebutlerhospital.com/.well-known/cms-hpt.txt,ok,202,0,cloudflare,a371f6083b40d6fc-IAD,,,cloudflare,,,130,transcripts\lakebutlerhospital.com--09b61de6.txt
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,pointer-blocked-to-automation,https://lakewoodranchmedicalcenter.com/cms-hpt.txt,ok,403,0,cloudflare,a371f606de82e617-IAD,,,cloudflare,Access denied,,117,transcripts\lakewoodranchmedicalcenter.com--5be6aedb.txt
100299,LAKEWOOD RANCH MEDICAL CENTER,FL,pointer-blocked-to-automation,https://lakewoodranchmedicalcenter.com/,ok,403,0,cloudflare,a371f6070f21e617-IAD,,,cloudflare,Access denied,,36,transcripts\lakewoodranchmedicalcenter.com--4dd35193.txt
100012,LEE MEMORIAL HOSPITAL,FL,mrf-blocked-to-automation,https://www.leehealth.org/machine-readable-files-lh-2026/99-2646504_LEE-MEMoriaL-HOSPITAL_standardcharges_20260401.zip,ok,403,0,cloudflare,a371f606b83a80b1-IAD,challenge,,cloudflare,Just a moment,,37,transcripts\leehealth.org--7ca07abd.txt
104007,NORTHEAST FLORIDA STATE HOSPITAL,FL,no-cms-hpt-txt-published,https://myflfamilies.com/,ok,200,0,,,,,,,,203,transcripts\myflfamilies.com--ef65f145.txt
104007,NORTHEAST FLORIDA STATE HOSPITAL,FL,no-cms-hpt-txt-published,https://myflfamilies.com/cms-hpt.txt,ok,404,0,,,,,,,,29,transcripts\myflfamilies.com--92e8bb8e.txt
104007,NORTHEAST FLORIDA STATE HOSPITAL,FL,no-cms-hpt-txt-published,https://myflfamilies.com/.well-known/cms-hpt.txt,ok,404,0,,,,,,,,53,transcripts\myflfamilies.com--fbf7b216.txt
100329,OVIEDO MEDICAL CENTER,FL,mrf-blocked-to-automation,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/46-4660005_OVIEDO-MEDICAL-CENTER_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,ok,403,0,Microsoft-HTTPAPI/2.0,,,,,,,37,transcripts\stctrprodsnsvc00455826e6.blob.core.windows.net--58ab608a.txt
100067,ST ANTHONYS HOSPITAL,FL,mrf-url-unreachable,https://baycare.org/-/media/project/baycare/consumer-portal/billing-and-insurance/pricing-files-compressed/592043026_StAnthonysHospital_standardcharges.zip,ok,404,1,volt-adc | volt-adc,,,,,,,267,transcripts\baycare.org--34d99a39.txt
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,FL,mrf-url-unreachable,https://www.tghnorth.org/-/media/files/tgh-north-files/933040761_tampa-general-hospital-brooksville_standardcharges_excel.csv?rev=3e4c475cf0c946f28c90b4c5e6173db8&hash=09854218AE8DB2F1ECDAB2A90969CC06,ok,404,0,,,,,,,,301,transcripts\tghnorth.org--4a538464.txt
