ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
060022,UCH-MEMORIAL HEALTH SYSTEM,CO,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uchealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:20.422Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location | curl: (28) Resolving timed out after 8006 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Compare facility identity and inspect unparsed metadata
061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,CO,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.sanluisvalleyhealth.org/cms-hpt.txt,,,,,2026-09-09T02:11:24.603Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
061323,PROWERS MEDICAL CENTER,CO,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.prowersmedical.com/cms-hpt.txt,,,,,2026-09-09T02:11:27.330Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
061325,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,CO,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.pioneershospital.org/cms-hpt.txt,,,,,2026-09-09T02:11:26.899Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
061327,SOUTHWEST MEMORIAL HOSPITAL,CO,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,http://www.swhealth.org/cms-hpt.txt,https://secure.claraprice.net/price-transparency/5f7b80d31f/machine-readable/841337350_southwest-health-system_standardcharges.json,2025-06-12,3.0.0,,2026-09-09T02:38:54.693Z,identity-or-format-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
063303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,CO,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.childrenscolorado.org/cms-hpt.txt,,,,,2026-09-09T02:11:28.124Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
074016,MASONICARE HEALTH CENTER,CT,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.masonicare.org/cms-hpt.txt,,,,,2026-09-09T02:11:29.197Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,FL,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://my.clevelandclinic.org/cms-hpt.txt,,,,,2026-09-09T02:09:22.435Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | mrf-header-name-without-location | curl: (28) Resolving timed out after 8003 milliseconds
 | request timeout | curl: (28) Operation timed out after 11297 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
110236,COMMONSPIRIT-MEMORIAL HOSPITAL-NORTH GEORGIA,GA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.commonspirit.org/cms-hpt.txt,,,,,2026-09-09T02:11:29.061Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
110253,SOUTH GEORGIA SPECIALTY HOSPITAL,GA,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://southgeorgiaspecialtyhospital.com/cms-hpt.txt,,,,,2026-09-09T02:11:29.488Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,GA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www2.novanthealth.org/Public_Files/regulatory/cms-hpt.txt,,,,,2026-09-09T02:11:29.748Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
140114,SWEDISH HOSPITAL,IL,pointer-blocked-to-automation,identity-or-format-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://www.endeavorhealth.org/362179813_1831151257_swedish-covenant-health_standardcharges.json,2026-04-01,3.0.0,,2026-09-09T02:27:20.667Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Resolve official pointer linkage or conflicting metadata
140148,MEMORIAL MEDICAL CENTER,IL,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://memorial.health/cms-hpt.txt,,,,,2026-09-09T02:11:30.436Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | request deadline exceeded | mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,IL,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.franciscanhealth.org/cms-hpt.txt,,,,,2026-09-09T02:11:32.955Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location | metadata-incomplete-or-request-failed | HTTP 404,,Compare facility identity and inspect unparsed metadata
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,IL,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-name-without-location | curl: (28) Resolving timed out after 8005 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | mrf-header-has-no-license-state | ambiguous-mrf-header-identity | header-matches-other-roster-hospital | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://deaconess.com/cms-hpt.txt,,,,,2026-09-09T02:11:31.731Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
141317,GIBSON COMMUNITY HOSPITAL,IL,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://gibsonhospital.org/cms-hpt.txt,,,,,2026-09-09T02:11:30.915Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,request timeout | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
141321,FRANKLIN HOSPITAL,IL,old-template-version,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://www.franklinhospital.net/cms-hpt.txt,,,,,2026-09-09T02:11:57.251Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,request timeout | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
141335,MERCY HARVARD HOSPITAL,IL,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://res.cloudinary.com/dpmykpsih/raw/upload/mercyhealth-site-398/media/18f42ccebb5847e98aa8a810d0c7b763/cms-hpt.txt,,,,,2026-09-09T02:11:56.484Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
150011,MARION GENERAL HOSPITAL,IN,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.marionhealth.com/cms-hpt.txt,,,,,2026-09-09T02:11:55.895Z,identity-or-format-review,native|glm-5.3-flash|web-search-verification,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed,,Compare facility identity and inspect unparsed metadata
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,IN,not-assessed-not-named-in-file,identity-or-format-review,not verified,not retrieved,unresolved,response received,unverified,https://cdn.iuhealth.org/global/cms-hpt.txt,,,,,2026-09-09T02:11:58.486Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
150193,FRANCISCAN HEALTH ORTHOPEDIC HOSPITAL CARMEL,IN,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.franciscanhealth.org/cms-hpt.txt,,,,,2026-09-09T02:11:32.955Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | HTTP 404,,Compare facility identity and inspect unparsed metadata
151322,PERRY COUNTY MEMORIAL HOSPITAL,IN,mrf-blocked-to-automation,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.pchospital.org/cms-hpt.txt,,,,,2026-09-09T02:11:58.917Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | metadata-incomplete-or-request-failed | HTTP 403,,Compare facility identity and inspect unparsed metadata
151329,MARGARET MARY COMMUNITY HOSPITAL INC,IN,no-cms-hpt-txt-published,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:12:00.700Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
154018,RICHMOND STATE HOSPITAL,IN,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.in.gov/fssa/dmha/state-psychiatric-hospitals/cms-hpt.txt,,,,,2026-09-09T02:11:05.749Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
154060,"PARK CENTER, INC",IN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.parkview.com/cms-hpt.txt,,,,,2026-09-09T02:11:56.857Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
160153,MERCYONE SIOUXLAND MEDICAL CENTER,IA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.mercyone.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T02:11:58.231Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
161329,JACKSON COUNTY REGIONAL HEALTH CENTER,IA,pointer-lists-no-mrf-url,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:11:58.328Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | curl: (28) Resolving timed out after 8002 milliseconds
 | request deadline exceeded",,Compare facility identity and inspect unparsed metadata
161365,GREATER REGIONAL MEDICAL CENTER,IA,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://e363f8c5-d982-49c6-ae27-e8ee9e1ff4a3.usrfiles.com/ugd/e363f8_36f15900d3274b44968a27af2c5b43c9.txt,,,,,2026-09-09T02:11:58.809Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
161380,HANSEN FAMILY HOSPITAL,IA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.mercyone.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T02:11:58.231Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
170006,"MERCY HOSPITAL PITTSBURG, INC",KS,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | metadata-incomplete-or-request-failed | request deadline exceeded | header-matches-other-roster-hospital | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
170103,NMC HEALTH,KS,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.mynmchealth.org/wp-content/uploads/2024/06/cms-hpt.txt,https://secure.claraprice.net/price-transparency/XBZP-1715710889221/machine-readable/481040759_nmc-health_standardcharges.json,2025-06-30,3.0.0,,2026-09-09T02:39:17.114Z,identity-or-format-review,native,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
171329,CALDWELL REGIONAL MEDICAL CENTER,KS,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://crmcks.com/cms-hpt.txt,,,,,2026-09-09T02:12:11.629Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
171357,HILLSBORO COMMUNITY HOSPITAL,KS,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.hillsborohospital.com/cms-hpt.txt,,,,,2026-09-09T02:12:03.527Z,identity-or-format-review,native|curl,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed,,Compare facility identity and inspect unparsed metadata
171385,COFFEY COUNTY HOSPITAL,KS,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://coffeyhealth.org/communities/coffeyhealth2020-2/cms-hpt.txt,,,,,2026-09-09T02:12:06.315Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
171386,MORTON COUNTY HOSPITAL,KS,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://mchswecare.com/cms-hpt.txt,,,,,2026-09-09T02:12:05.243Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"request timeout | curl: (28) Resolving timed out after 8006 milliseconds
 | mrf-header-does-not-match-unresolved-roster",,Compare facility identity and inspect unparsed metadata
173300,CHILDREN'S MERCY SOUTH,KS,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.childrensmercy.org/cms-hpt.txt,,,,,2026-09-09T02:12:06.188Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
180043,AdventHealthManchester,KY,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.adventhealth.com/cms-hpt.txt,,,,,2026-09-09T02:12:07.529Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
180092,CLARK REGIONAL MEDICAL CENTER,KY,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.centerpointhealth.com/cms-hpt.txt,,,,,2026-09-09T02:12:07.861Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
181309,CASEY COUNTY HOSPITAL,KY,old-template-version,identity-or-format-review,response received,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://caseycountyhospital.com/cms-hpt.txt,https://www.caseycountyhospital.com/Content/Uploads/caseycountyhospital.com/files/061705652_Casey-County-Hospital_standardcharges(1).csv,2026-03-31,2.0.0,,2026-09-09T02:27:45.269Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Resolve official pointer linkage or conflicting metadata
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,LA,mrf-blocked-to-automation,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://claibornemedical.com/wp-content/uploads/2026/07/cms-hpt.txt,,,,,2026-09-09T02:12:08.639Z,identity-or-format-review,native,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed | HTTP 403,,Compare facility identity and inspect unparsed metadata
194073,OCEANS HOSPITAL OF BROUSSARD,LA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://oceanshealthcare.com/cms-hpt.txt,,,,,2026-09-09T02:12:08.835Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
194080,"BEACON BEHAVIORAL HOSPITAL - NORTHSHORE, LLC",LA,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://beaconbh.com/cms-hpt.txt,,,,,2026-09-09T02:12:31.142Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
194084,"BEACON BEHAVIORAL HOSPITAL- NEW ORLEANS, LLC",LA,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://beaconbh.com/cms-hpt.txt,,,,,2026-09-09T02:12:31.142Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
194087,FREEDOM BEHAVIORAL HOSPITAL OF MONROE,LA,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://freedombehavioral.com/cms-hpt.txt,,,,,2026-09-09T02:12:31.148Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | HTTP 404 | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
201305,CALAIS COMMUNITY HOSPITAL,ME,compliant-date-unverified,identity-or-format-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://secure.claraprice.net/price-transparency/IJLS-1755124586280/machine-readable/862728785_calais-community-hospital_standardcharges.json,2025-10-01,3.0.0,,2026-09-09T02:38:32.816Z,identity-or-format-review,native|curl,official-pointer-or-metadata-unresolved,request timeout,,Resolve official pointer linkage or conflicting metadata
204005,MAINEHEALTH BEHAVIORAL HEALTH AT SPRING HARBOR,ME,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.mainehealth.org/cms-hpt.txt,,,,,2026-09-09T02:12:31.360Z,identity-or-format-review,native|glm-5.3-flash,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
210004,HOLY CROSS HOSPITAL,MD,not-assessed-not-named-in-file,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:11:09.829Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
220035,NORTH SHORE MEDICAL CENTER -,MA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://northshoremc.org/cms-hpt.txt,,,,,2026-09-09T02:12:31.095Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,request timeout | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.trinityhealthmichigan.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T02:12:31.844Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | mrf-header-name-without-location | curl: (28) Resolving timed out after 8005 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | mrf-header-has-no-license-state | ambiguous-mrf-header-identity | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230020,BEAUMONT HOSPITAL - DEARBORN,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
230035,SPECTRUM HEALTH UNITED HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
230038,SPECTRUM HEALTH,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native|glm-5.3-flash,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-name-without-location | metadata-incomplete-or-request-failed | HTTP 422 | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.marshfieldclinic.org/cms-hpt.txt,,,,,2026-09-09T02:12:33.057Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | mrf-header-name-without-location | request timeout,,Compare facility identity and inspect unparsed metadata
230077,MYMICHIGAN MEDICAL CENTER SAGINAW,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | mrf-header-name-without-location | request deadline exceeded | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230089,BEAUMONT HOSPITAL - GROSSE POINTE,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:09:48.687Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
230100,TAWAS ST JOSEPH HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
230117,BORGESS MEDICAL CENTER,MI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | mrf-header-name-without-location | request deadline exceeded | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
